128 6432 
52 75 0
52 74 0
52 72 0
52 70 0
52 68 0
52 67 0
52 65 0
52 61 0
52 60 0
52 57 0
52 51 0
52 45 0
52 44 0
52 42 0
52 40 0
52 37 0
52 35 0
52 29 0
52 27 0
52 26 0
52 24 0
52 23 0
52 21 0
52 19 0
52 13 0
52 12 0
52 9 0
52 7 0
52 6 0
52 5 0
52 1 0
53 123 0
53 111 0
53 103 0
53 86 0
53 76 0
53 48 0
53 47 0
53 46 0
53 39 0
53 36 0
53 28 0
53 25 0
53 20 0
53 17 0
53 14 0
53 8 0
53 4 0
53 3 0
53 2 0
54 127 0
54 126 0
54 121 0
54 119 0
54 118 0
54 116 0
54 113 0
54 109 0
54 108 0
54 107 0
54 106 0
54 104 0
54 102 0
54 101 0
54 99 0
54 97 0
54 96 0
54 95 0
54 91 0
54 90 0
54 89 0
54 88 0
54 87 0
54 79 0
54 78 0
54 77 0
54 75 0
54 74 0
54 73 0
54 72 0
54 71 0
54 70 0
54 69 0
54 67 0
54 66 0
54 63 0
54 61 0
54 59 0
54 56 0
54 55 0
54 51 0
54 46 0
54 43 0
54 42 0
54 38 0
54 36 0
54 32 0
54 31 0
54 30 0
54 27 0
54 26 0
54 22 0
54 12 0
54 11 0
54 7 0
54 5 0
54 0 0
55 126 0
55 121 0
55 112 0
55 110 0
55 106 0
55 105 0
55 95 0
55 94 0
55 92 0
55 88 0
55 83 0
55 75 0
55 74 0
55 70 0
55 69 0
55 66 0
55 63 0
55 59 0
55 56 0
55 54 0
55 40 0
55 22 0
55 12 0
55 9 0
55 5 0
55 1 0
56 127 0
56 126 0
56 121 0
56 119 0
56 118 0
56 116 0
56 113 0
56 109 0
56 108 0
56 107 0
56 106 0
56 104 0
56 102 0
56 101 0
56 99 0
56 97 0
56 95 0
56 94 0
56 91 0
56 90 0
56 89 0
56 88 0
56 87 0
56 79 0
56 78 0
56 75 0
56 73 0
56 71 0
56 70 0
56 69 0
56 67 0
56 66 0
56 63 0
56 61 0
56 59 0
56 55 0
56 54 0
56 46 0
56 43 0
56 42 0
56 38 0
56 36 0
56 32 0
56 31 0
56 30 0
56 26 0
56 22 0
56 12 0
56 11 0
56 7 0
56 5 0
56 0 0
57 127 0
57 126 0
57 125 0
57 122 0
57 117 0
57 115 0
57 114 0
57 113 0
57 112 0
57 110 0
57 106 0
57 99 0
57 98 0
57 95 0
57 93 0
57 92 0
57 91 0
57 90 0
57 87 0
57 85 0
57 83 0
57 82 0
57 81 0
57 75 0
57 74 0
57 72 0
57 70 0
57 68 0
57 67 0
57 65 0
57 61 0
57 60 0
57 52 0
57 51 0
57 45 0
57 44 0
57 42 0
57 40 0
57 37 0
57 35 0
57 29 0
57 27 0
57 26 0
57 24 0
57 23 0
57 21 0
57 19 0
57 18 0
57 13 0
57 12 0
57 9 0
57 7 0
57 6 0
57 1 0
58 123 0
58 103 0
58 86 0
58 84 0
58 80 0
58 76 0
58 62 0
58 49 0
58 48 0
58 41 0
58 39 0
58 28 0
58 25 0
58 20 0
58 17 0
58 16 0
58 14 0
58 10 0
58 8 0
58 4 0
58 3 0
58 2 0
59 127 0
59 126 0
59 125 0
59 122 0
59 121 0
59 112 0
59 110 0
59 106 0
59 105 0
59 102 0
59 95 0
59 94 0
59 92 0
59 91 0
59 88 0
59 87 0
59 83 0
59 75 0
59 74 0
59 70 0
59 69 0
59 67 0
59 66 0
59 63 0
59 56 0
59 55 0
59 54 0
59 44 0
59 40 0
59 37 0
59 29 0
59 26 0
59 23 0
59 22 0
59 12 0
59 9 0
59 5 0
59 1 0
60 126 0
60 125 0
60 122 0
60 117 0
60 115 0
60 114 0
60 112 0
60 110 0
60 106 0
60 98 0
60 95 0
60 93 0
60 92 0
60 91 0
60 90 0
60 87 0
60 85 0
60 83 0
60 82 0
60 81 0
60 75 0
60 74 0
60 70 0
60 68 0
60 67 0
60 65 0
60 61 0
60 57 0
60 52 0
60 51 0
60 45 0
60 44 0
60 40 0
60 37 0
60 35 0
60 29 0
60 27 0
60 24 0
60 23 0
60 21 0
60 19 0
60 12 0
60 9 0
60 7 0
60 6 0
60 1 0
61 127 0
61 126 0
61 125 0
61 124 0
61 122 0
61 121 0
61 117 0
61 116 0
61 115 0
61 114 0
61 113 0
61 112 0
61 110 0
61 109 0
61 108 0
61 107 0
61 106 0
61 104 0
61 102 0
61 101 0
61 100 0
61 99 0
61 98 0
61 97 0
61 96 0
61 95 0
61 93 0
61 92 0
61 91 0
61 90 0
61 89 0
61 88 0
61 87 0
61 85 0
61 83 0
61 82 0
61 81 0
61 79 0
61 78 0
61 77 0
61 75 0
61 74 0
61 73 0
61 72 0
61 70 0
61 69 0
61 68 0
61 67 0
61 66 0
61 65 0
61 64 0
61 63 0
61 60 0
61 57 0
61 56 0
61 54 0
61 52 0
61 51 0
61 50 0
61 45 0
61 44 0
61 42 0
61 40 0
61 38 0
61 37 0
61 35 0
61 32 0
61 29 0
61 27 0
61 26 0
61 24 0
61 23 0
61 22 0
61 21 0
61 19 0
61 18 0
61 13 0
61 12 0
61 9 0
61 7 0
61 6 0
61 5 0
61 1 0
61 0 0
62 123 0
62 120 0
62 103 0
62 86 0
62 84 0
62 80 0
62 58 0
62 49 0
62 48 0
62 47 0
62 41 0
62 34 0
62 33 0
62 25 0
62 20 0
62 17 0
62 16 0
62 10 0
62 8 0
62 4 0
62 3 0
62 2 0
63 127 0
63 126 0
63 125 0
63 124 0
63 122 0
63 121 0
63 119 0
63 118 0
63 116 0
63 114 0
63 113 0
63 112 0
63 110 0
63 109 0
63 108 0
63 107 0
63 106 0
63 105 0
63 104 0
63 102 0
63 101 0
63 100 0
63 99 0
63 98 0
63 97 0
63 95 0
63 94 0
63 92 0
63 91 0
63 90 0
63 89 0
63 88 0
63 87 0
63 83 0
63 79 0
63 78 0
63 77 0
63 75 0
63 74 0
63 73 0
63 72 0
63 71 0
63 70 0
63 69 0
63 68 0
63 67 0
63 66 0
63 65 0
63 61 0
63 59 0
63 56 0
63 55 0
63 54 0
63 51 0
63 44 0
63 43 0
63 42 0
63 38 0
63 30 0
63 29 0
63 27 0
63 26 0
63 23 0
63 22 0
63 19 0
63 18 0
63 12 0
63 9 0
63 7 0
63 6 0
63 5 0
63 1 0
63 0 0
64 127 0
64 124 0
64 120 0
64 116 0
64 113 0
64 109 0
64 108 0
64 107 0
64 104 0
64 101 0
64 100 0
64 99 0
64 98 0
64 96 0
64 90 0
64 89 0
64 87 0
64 86 0
64 79 0
64 78 0
64 77 0
64 75 0
64 73 0
64 72 0
64 67 0
64 61 0
64 50 0
64 42 0
64 38 0
64 34 0
64 33 0
64 32 0
64 31 0
64 27 0
64 26 0
64 18 0
64 15 0
64 13 0
64 7 0
64 6 0
64 0 0
65 127 0
65 126 0
65 125 0
65 124 0
65 122 0
65 121 0
65 117 0
65 116 0
65 115 0
65 114 0
65 113 0
65 112 0
65 110 0
65 109 0
65 108 0
65 107 0
65 106 0
65 104 0
65 101 0
65 100 0
65 99 0
65 98 0
65 96 0
65 95 0
65 93 0
65 92 0
65 91 0
65 90 0
65 89 0
65 88 0
65 87 0
65 85 0
65 83 0
65 82 0
65 81 0
65 78 0
65 77 0
65 75 0
65 74 0
65 73 0
65 72 0
65 70 0
65 69 0
65 68 0
65 67 0
65 66 0
65 63 0
65 61 0
65 60 0
65 57 0
65 52 0
65 51 0
65 45 0
65 44 0
65 42 0
65 40 0
65 38 0
65 37 0
65 35 0
65 29 0
65 27 0
65 26 0
65 24 0
65 23 0
65 22 0
65 21 0
65 19 0
65 18 0
65 13 0
65 12 0
65 9 0
65 7 0
65 6 0
65 5 0
65 1 0
66 127 0
66 126 0
66 125 0
66 122 0
66 121 0
66 119 0
66 118 0
66 116 0
66 114 0
66 113 0
66 110 0
66 109 0
66 108 0
66 107 0
66 106 0
66 105 0
66 102 0
66 101 0
66 99 0
66 98 0
66 97 0
66 95 0
66 94 0
66 91 0
66 90 0
66 89 0
66 88 0
66 87 0
66 83 0
66 79 0
66 78 0
66 75 0
66 74 0
66 73 0
66 72 0
66 71 0
66 70 0
66 69 0
66 67 0
66 65 0
66 63 0
66 61 0
66 59 0
66 56 0
66 55 0
66 54 0
66 51 0
66 46 0
66 43 0
66 42 0
66 30 0
66 27 0
66 26 0
66 22 0
66 18 0
66 12 0
66 11 0
66 7 0
66 5 0
66 1 0
66 0 0
67 127 0
67 126 0
67 125 0
67 124 0
67 122 0
67 121 0
67 117 0
67 116 0
67 115 0
67 114 0
67 113 0
67 112 0
67 110 0
67 109 0
67 108 0
67 107 0
67 106 0
67 104 0
67 102 0
67 101 0
67 100 0
67 99 0
67 98 0
67 97 0
67 96 0
67 95 0
67 93 0
67 92 0
67 91 0
67 90 0
67 89 0
67 88 0
67 87 0
67 85 0
67 83 0
67 82 0
67 81 0
67 79 0
67 78 0
67 77 0
67 75 0
67 74 0
67 73 0
67 72 0
67 70 0
67 69 0
67 68 0
67 66 0
67 65 0
67 64 0
67 63 0
67 61 0
67 60 0
67 59 0
67 57 0
67 56 0
67 54 0
67 52 0
67 51 0
67 45 0
67 44 0
67 42 0
67 40 0
67 38 0
67 37 0
67 35 0
67 29 0
67 27 0
67 26 0
67 24 0
67 23 0
67 22 0
67 21 0
67 19 0
67 18 0
67 13 0
67 12 0
67 9 0
67 7 0
67 6 0
67 5 0
67 1 0
67 0 0
68 127 0
68 126 0
68 125 0
68 124 0
68 122 0
68 121 0
68 117 0
68 115 0
68 114 0
68 113 0
68 112 0
68 110 0
68 109 0
68 107 0
68 106 0
68 100 0
68 99 0
68 98 0
68 95 0
68 93 0
68 92 0
68 91 0
68 90 0
68 87 0
68 85 0
68 83 0
68 82 0
68 81 0
68 78 0
68 77 0
68 75 0
68 74 0
68 73 0
68 72 0
68 70 0
68 69 0
68 67 0
68 65 0
68 63 0
68 61 0
68 60 0
68 57 0
68 52 0
68 51 0
68 45 0
68 44 0
68 42 0
68 40 0
68 38 0
68 37 0
68 35 0
68 29 0
68 27 0
68 26 0
68 24 0
68 23 0
68 21 0
68 19 0
68 18 0
68 13 0
68 12 0
68 9 0
68 7 0
68 6 0
68 5 0
68 1 0
69 127 0
69 126 0
69 125 0
69 122 0
69 121 0
69 119 0
69 118 0
69 114 0
69 113 0
69 112 0
69 110 0
69 109 0
69 108 0
69 107 0
69 106 0
69 105 0
69 102 0
69 101 0
69 99 0
69 98 0
69 97 0
69 95 0
69 94 0
69 92 0
69 91 0
69 90 0
69 89 0
69 88 0
69 87 0
69 83 0
69 79 0
69 78 0
69 75 0
69 74 0
69 71 0
69 70 0
69 68 0
69 67 0
69 66 0
69 65 0
69 63 0
69 61 0
69 59 0
69 56 0
69 55 0
69 54 0
69 51 0
69 44 0
69 43 0
69 42 0
69 40 0
69 30 0
69 29 0
69 27 0
69 26 0
69 23 0
69 22 0
69 12 0
69 9 0
69 7 0
69 5 0
69 1 0
69 0 0
70 127 0
70 126 0
70 125 0
70 122 0
70 121 0
70 115 0
70 114 0
70 112 0
70 110 0
70 109 0
70 107 0
70 106 0
70 105 0
70 102 0
70 98 0
70 97 0
70 95 0
70 94 0
70 93 0
70 92 0
70 91 0
70 90 0
70 88 0
70 87 0
70 85 0
70 83 0
70 75 0
70 74 0
70 69 0
70 68 0
70 67 0
70 66 0
70 65 0
70 63 0
70 61 0
70 60 0
70 59 0
70 57 0
70 56 0
70 55 0
70 54 0
70 52 0
70 51 0
70 44 0
70 43 0
70 42 0
70 40 0
70 37 0
70 29 0
70 27 0
70 26 0
70 24 0
70 23 0
70 22 0
70 19 0
70 12 0
70 9 0
70 7 0
70 5 0
70 1 0
71 121 0
71 119 0
71 118 0
71 111 0
71 109 0
71 108 0
71 107 0
71 102 0
71 101 0
71 97 0
71 89 0
71 79 0
71 78 0
71 69 0
71 66 0
71 63 0
71 56 0
71 54 0
71 46 0
71 43 0
71 36 0
71 32 0
71 31 0
71 30 0
71 26 0
71 22 0
71 11 0
71 0 0
72 127 0
72 126 0
72 125 0
72 124 0
72 122 0
72 121 0
72 120 0
72 116 0
72 115 0
72 114 0
72 113 0
72 112 0
72 109 0
72 108 0
72 107 0
72 106 0
72 104 0
72 101 0
72 100 0
72 99 0
72 98 0
72 96 0
72 93 0
72 91 0
72 90 0
72 89 0
72 87 0
72 82 0
72 79 0
72 78 0
72 77 0
72 75 0
72 74 0
72 73 0
72 68 0
72 67 0
72 66 0
72 65 0
72 64 0
72 63 0
72 61 0
72 57 0
72 54 0
72 52 0
72 51 0
72 50 0
72 45 0
72 44 0
72 42 0
72 38 0
72 33 0
72 32 0
72 29 0
72 27 0
72 26 0
72 24 0
72 23 0
72 19 0
72 18 0
72 15 0
72 13 0
72 9 0
72 7 0
72 6 0
72 1 0
72 0 0
73 127 0
73 125 0
73 124 0
73 122 0
73 120 0
73 119 0
73 116 0
73 114 0
73 113 0
73 109 0
73 108 0
73 107 0
73 104 0
73 102 0
73 101 0
73 100 0
73 99 0
73 98 0
73 97 0
73 96 0
73 91 0
73 90 0
73 89 0
73 87 0
73 86 0
73 79 0
73 78 0
73 77 0
73 75 0
73 72 0
73 68 0
73 67 0
73 66 0
73 65 0
73 64 0
73 63 0
73 61 0
73 56 0
73 54 0
73 51 0
73 50 0
73 46 0
73 44 0
73 43 0
73 42 0
73 38 0
73 36 0
73 34 0
73 33 0
73 32 0
73 31 0
73 30 0
73 27 0
73 26 0
73 18 0
73 15 0
73 13 0
73 11 0
73 7 0
73 6 0
73 4 0
73 0 0
74 127 0
74 126 0
74 125 0
74 122 0
74 121 0
74 117 0
74 115 0
74 114 0
74 113 0
74 112 0
74 110 0
74 109 0
74 107 0
74 106 0
74 105 0
74 100 0
74 99 0
74 98 0
74 95 0
74 94 0
74 93 0
74 92 0
74 91 0
74 90 0
74 88 0
74 87 0
74 85 0
74 83 0
74 82 0
74 81 0
74 78 0
74 75 0
74 72 0
74 70 0
74 69 0
74 68 0
74 67 0
74 66 0
74 65 0
74 63 0
74 61 0
74 60 0
74 59 0
74 57 0
74 55 0
74 54 0
74 52 0
74 51 0
74 45 0
74 44 0
74 42 0
74 40 0
74 37 0
74 35 0
74 29 0
74 27 0
74 26 0
74 24 0
74 23 0
74 22 0
74 21 0
74 19 0
74 18 0
74 13 0
74 12 0
74 9 0
74 7 0
74 6 0
74 5 0
74 1 0
75 127 0
75 126 0
75 125 0
75 124 0
75 122 0
75 121 0
75 117 0
75 116 0
75 115 0
75 114 0
75 113 0
75 112 0
75 110 0
75 109 0
75 108 0
75 107 0
75 106 0
75 104 0
75 102 0
75 101 0
75 100 0
75 99 0
75 98 0
75 97 0
75 96 0
75 95 0
75 94 0
75 93 0
75 92 0
75 91 0
75 90 0
75 89 0
75 88 0
75 87 0
75 85 0
75 83 0
75 82 0
75 81 0
75 79 0
75 78 0
75 77 0
75 74 0
75 73 0
75 72 0
75 70 0
75 69 0
75 68 0
75 67 0
75 66 0
75 65 0
75 64 0
75 63 0
75 61 0
75 60 0
75 59 0
75 57 0
75 56 0
75 55 0
75 54 0
75 52 0
75 51 0
75 45 0
75 44 0
75 43 0
75 42 0
75 40 0
75 38 0
75 37 0
75 32 0
75 30 0
75 29 0
75 27 0
75 26 0
75 24 0
75 23 0
75 22 0
75 19 0
75 18 0
75 13 0
75 12 0
75 9 0
75 7 0
75 6 0
75 5 0
75 1 0
75 0 0
76 123 0
76 111 0
76 103 0
76 86 0
76 58 0
76 53 0
76 48 0
76 47 0
76 46 0
76 39 0
76 36 0
76 28 0
76 25 0
76 20 0
76 17 0
76 14 0
76 8 0
76 4 0
76 3 0
76 2 0
77 127 0
77 125 0
77 124 0
77 122 0
77 120 0
77 116 0
77 114 0
77 113 0
77 109 0
77 108 0
77 107 0
77 106 0
77 104 0
77 101 0
77 100 0
77 99 0
77 98 0
77 97 0
77 96 0
77 91 0
77 90 0
77 89 0
77 87 0
77 82 0
77 79 0
77 78 0
77 75 0
77 73 0
77 72 0
77 68 0
77 67 0
77 65 0
77 64 0
77 63 0
77 61 0
77 54 0
77 51 0
77 50 0
77 44 0
77 42 0
77 38 0
77 34 0
77 33 0
77 32 0
77 30 0
77 27 0
77 26 0
77 18 0
77 15 0
77 13 0
77 11 0
77 7 0
77 6 0
77 0 0
78 127 0
78 125 0
78 124 0
78 122 0
78 121 0
78 120 0
78 119 0
78 118 0
78 116 0
78 114 0
78 113 0
78 109 0
78 108 0
78 107 0
78 106 0
78 104 0
78 102 0
78 101 0
78 100 0
78 99 0
78 98 0
78 97 0
78 96 0
78 91 0
78 90 0
78 89 0
78 87 0
78 86 0
78 82 0
78 79 0
78 77 0
78 75 0
78 74 0
78 73 0
78 72 0
78 71 0
78 69 0
78 68 0
78 67 0
78 66 0
78 65 0
78 64 0
78 63 0
78 61 0
78 56 0
78 54 0
78 51 0
78 50 0
78 46 0
78 44 0
78 43 0
78 42 0
78 38 0
78 36 0
78 34 0
78 32 0
78 31 0
78 30 0
78 27 0
78 26 0
78 18 0
78 15 0
78 13 0
78 11 0
78 7 0
78 6 0
78 0 0
79 127 0
79 124 0
79 121 0
79 119 0
79 118 0
79 116 0
79 113 0
79 109 0
79 108 0
79 107 0
79 104 0
79 102 0
79 101 0
79 100 0
79 99 0
79 98 0
79 97 0
79 96 0
79 91 0
79 90 0
79 89 0
79 87 0
79 86 0
79 78 0
79 77 0
79 75 0
79 73 0
79 72 0
79 71 0
79 69 0
79 67 0
79 66 0
79 64 0
79 63 0
79 61 0
79 56 0
79 54 0
79 51 0
79 50 0
79 46 0
79 43 0
79 42 0
79 38 0
79 36 0
79 34 0
79 32 0
79 31 0
79 30 0
79 27 0
79 26 0
79 18 0
79 15 0
79 11 0
79 7 0
79 0 0
80 123 0
80 103 0
80 86 0
80 84 0
80 62 0
80 58 0
80 49 0
80 48 0
80 47 0
80 41 0
80 39 0
80 34 0
80 33 0
80 25 0
80 20 0
80 17 0
80 16 0
80 10 0
80 8 0
80 4 0
80 3 0
80 2 0
81 127 0
81 126 0
81 125 0
81 122 0
81 117 0
81 115 0
81 114 0
81 112 0
81 110 0
81 106 0
81 98 0
81 95 0
81 93 0
81 92 0
81 91 0
81 90 0
81 87 0
81 85 0
81 83 0
81 82 0
81 75 0
81 74 0
81 68 0
81 67 0
81 65 0
81 61 0
81 60 0
81 57 0
81 52 0
81 51 0
81 45 0
81 44 0
81 42 0
81 40 0
81 37 0
81 35 0
81 29 0
81 27 0
81 24 0
81 23 0
81 21 0
81 19 0
81 13 0
81 12 0
81 9 0
81 7 0
81 6 0
81 1 0
82 127 0
82 126 0
82 125 0
82 124 0
82 122 0
82 117 0
82 115 0
82 114 0
82 113 0
82 112 0
82 110 0
82 109 0
82 107 0
82 106 0
82 100 0
82 99 0
82 98 0
82 95 0
82 93 0
82 92 0
82 91 0
82 90 0
82 87 0
82 85 0
82 83 0
82 81 0
82 78 0
82 77 0
82 75 0
82 74 0
82 72 0
82 68 0
82 67 0
82 65 0
82 61 0
82 60 0
82 57 0
82 52 0
82 51 0
82 45 0
82 44 0
82 42 0
82 40 0
82 38 0
82 37 0
82 35 0
82 29 0
82 27 0
82 26 0
82 24 0
82 23 0
82 21 0
82 19 0
82 18 0
82 13 0
82 9 0
82 7 0
82 6 0
82 1 0
83 127 0
83 126 0
83 125 0
83 122 0
83 121 0
83 117 0
83 115 0
83 114 0
83 112 0
83 110 0
83 106 0
83 105 0
83 98 0
83 95 0
83 94 0
83 93 0
83 92 0
83 91 0
83 90 0
83 88 0
83 87 0
83 85 0
83 82 0
83 81 0
83 75 0
83 74 0
83 70 0
83 69 0
83 68 0
83 67 0
83 66 0
83 65 0
83 63 0
83 61 0
83 60 0
83 59 0
83 57 0
83 55 0
83 52 0
83 51 0
83 45 0
83 44 0
83 40 0
83 37 0
83 35 0
83 29 0
83 27 0
83 26 0
83 24 0
83 23 0
83 22 0
83 21 0
83 19 0
83 12 0
83 9 0
83 7 0
83 5 0
83 1 0
84 123 0
84 103 0
84 80 0
84 62 0
84 58 0
84 49 0
84 48 0
84 41 0
84 39 0
84 25 0
84 20 0
84 17 0
84 16 0
84 10 0
84 8 0
84 4 0
84 3 0
84 2 0
85 126 0
85 125 0
85 122 0
85 117 0
85 115 0
85 114 0
85 112 0
85 110 0
85 106 0
85 98 0
85 95 0
85 93 0
85 92 0
85 91 0
85 90 0
85 87 0
85 83 0
85 82 0
85 81 0
85 75 0
85 74 0
85 70 0
85 68 0
85 67 0
85 65 0
85 61 0
85 60 0
85 57 0
85 52 0
85 51 0
85 45 0
85 44 0
85 42 0
85 40 0
85 37 0
85 35 0
85 29 0
85 27 0
85 24 0
85 23 0
85 21 0
85 19 0
85 13 0
85 12 0
85 9 0
85 7 0
85 6 0
85 1 0
86 123 0
86 120 0
86 116 0
86 111 0
86 104 0
86 103 0
86 101 0
86 96 0
86 89 0
86 80 0
86 79 0
86 78 0
86 76 0
86 73 0
86 64 0
86 62 0
86 58 0
86 53 0
86 49 0
86 47 0
86 46 0
86 41 0
86 36 0
86 34 0
86 33 0
86 32 0
86 31 0
86 28 0
86 25 0
86 20 0
86 17 0
86 15 0
86 11 0
86 8 0
86 4 0
86 3 0
86 2 0
87 127 0
87 126 0
87 125 0
87 124 0
87 122 0
87 121 0
87 117 0
87 116 0
87 115 0
87 114 0
87 113 0
87 112 0
87 110 0
87 109 0
87 108 0
87 107 0
87 106 0
87 104 0
87 102 0
87 101 0
87 100 0
87 99 0
87 98 0
87 97 0
87 96 0
87 95 0
87 93 0
87 92 0
87 91 0
87 90 0
87 89 0
87 88 0
87 85 0
87 83 0
87 82 0
87 81 0
87 79 0
87 78 0
87 77 0
87 75 0
87 74 0
87 73 0
87 72 0
87 70 0
87 69 0
87 68 0
87 67 0
87 66 0
87 65 0
87 64 0
87 63 0
87 61 0
87 60 0
87 59 0
87 57 0
87 56 0
87 54 0
87 52 0
87 51 0
87 45 0
87 44 0
87 43 0
87 42 0
87 40 0
87 38 0
87 37 0
87 35 0
87 32 0
87 30 0
87 29 0
87 27 0
87 26 0
87 24 0
87 23 0
87 22 0
87 19 0
87 18 0
87 13 0
87 12 0
87 9 0
87 7 0
87 6 0
87 5 0
87 1 0
87 0 0
88 127 0
88 126 0
88 125 0
88 122 0
88 121 0
88 118 0
88 115 0
88 114 0
88 112 0
88 110 0
88 109 0
88 107 0
88 106 0
88 105 0
88 102 0
88 97 0
88 95 0
88 94 0
88 92 0
88 91 0
88 90 0
88 87 0
88 83 0
88 75 0
88 74 0
88 70 0
88 69 0
88 67 0
88 66 0
88 65 0
88 63 0
88 61 0
88 59 0
88 56 0
88 55 0
88 54 0
88 51 0
88 44 0
88 43 0
88 40 0
88 37 0
88 29 0
88 27 0
88 26 0
88 23 0
88 22 0
88 19 0
88 12 0
88 9 0
88 7 0
88 5 0
88 1 0
89 127 0
89 125 0
89 124 0
89 122 0
89 121 0
89 120 0
89 119 0
89 118 0
89 116 0
89 114 0
89 113 0
89 109 0
89 108 0
89 107 0
89 106 0
89 104 0
89 102 0
89 101 0
89 100 0
89 99 0
89 98 0
89 97 0
89 96 0
89 91 0
89 90 0
89 87 0
89 86 0
89 79 0
89 78 0
89 77 0
89 75 0
89 73 0
89 72 0
89 71 0
89 69 0
89 67 0
89 66 0
89 65 0
89 64 0
89 63 0
89 61 0
89 56 0
89 54 0
89 51 0
89 50 0
89 46 0
89 44 0
89 43 0
89 42 0
89 38 0
89 36 0
89 34 0
89 32 0
89 31 0
89 30 0
89 27 0
89 26 0
89 18 0
89 15 0
89 13 0
89 11 0
89 7 0
89 6 0
89 0 0
90 127 0
90 126 0
90 125 0
90 124 0
90 122 0
90 121 0
90 117 0
90 116 0
90 115 0
90 114 0
90 113 0
90 112 0
90 110 0
90 109 0
90 108 0
90 107 0
90 106 0
90 104 0
90 101 0
90 100 0
90 99 0
90 98 0
90 97 0
90 96 0
90 95 0
90 93 0
90 92 0
90 91 0
90 89 0
90 88 0
90 87 0
90 85 0
90 83 0
90 82 0
90 81 0
90 79 0
90 78 0
90 77 0
90 75 0
90 74 0
90 73 0
90 72 0
90 70 0
90 69 0
90 68 0
90 67 0
90 66 0
90 65 0
90 64 0
90 63 0
90 61 0
90 60 0
90 57 0
90 56 0
90 54 0
90 52 0
90 51 0
90 50 0
90 45 0
90 44 0
90 42 0
90 40 0
90 38 0
90 37 0
90 35 0
90 32 0
90 29 0
90 27 0
90 26 0
90 24 0
90 23 0
90 22 0
90 21 0
90 19 0
90 18 0
90 13 0
90 12 0
90 9 0
90 7 0
90 6 0
90 5 0
90 1 0
90 0 0
91 127 0
91 126 0
91 125 0
91 124 0
91 122 0
91 121 0
91 117 0
91 116 0
91 115 0
91 114 0
91 113 0
91 112 0
91 110 0
91 109 0
91 108 0
91 107 0
91 106 0
91 104 0
91 101 0
91 100 0
91 99 0
91 98 0
91 97 0
91 96 0
91 95 0
91 93 0
91 92 0
91 90 0
91 89 0
91 88 0
91 87 0
91 85 0
91 83 0
91 82 0
91 81 0
91 79 0
91 78 0
91 77 0
91 75 0
91 74 0
91 73 0
91 72 0
91 70 0
91 69 0
91 68 0
91 67 0
91 66 0
91 65 0
91 63 0
91 61 0
91 60 0
91 59 0
91 57 0
91 56 0
91 54 0
91 52 0
91 51 0
91 45 0
91 44 0
91 42 0
91 40 0
91 38 0
91 37 0
91 35 0
91 29 0
91 27 0
91 26 0
91 24 0
91 23 0
91 22 0
91 21 0
91 19 0
91 18 0
91 13 0
91 12 0
91 9 0
91 7 0
91 6 0
91 5 0
91 1 0
91 0 0
92 127 0
92 126 0
92 125 0
92 122 0
92 121 0
92 117 0
92 115 0
92 114 0
92 112 0
92 110 0
92 106 0
92 105 0
92 99 0
92 98 0
92 95 0
92 94 0
92 93 0
92 91 0
92 90 0
92 88 0
92 87 0
92 85 0
92 83 0
92 82 0
92 81 0
92 75 0
92 74 0
92 70 0
92 69 0
92 68 0
92 67 0
92 65 0
92 63 0
92 61 0
92 60 0
92 59 0
92 57 0
92 55 0
92 52 0
92 51 0
92 45 0
92 44 0
92 42 0
92 40 0
92 37 0
92 35 0
92 29 0
92 27 0
92 26 0
92 24 0
92 23 0
92 22 0
92 21 0
92 19 0
92 13 0
92 12 0
92 9 0
92 7 0
92 6 0
92 5 0
92 1 0
93 127 0
93 126 0
93 125 0
93 122 0
93 117 0
93 115 0
93 114 0
93 113 0
93 112 0
93 110 0
93 109 0
93 106 0
93 100 0
93 99 0
93 98 0
93 95 0
93 92 0
93 91 0
93 90 0
93 87 0
93 85 0
93 83 0
93 82 0
93 81 0
93 75 0
93 74 0
93 72 0
93 70 0
93 68 0
93 67 0
93 65 0
93 61 0
93 60 0
93 57 0
93 52 0
93 51 0
93 45 0
93 44 0
93 42 0
93 40 0
93 38 0
93 37 0
93 35 0
93 29 0
93 27 0
93 26 0
93 24 0
93 23 0
93 21 0
93 19 0
93 18 0
93 13 0
93 12 0
93 9 0
93 7 0
93 6 0
93 1 0
94 126 0
94 121 0
94 110 0
94 106 0
94 105 0
94 95 0
94 92 0
94 88 0
94 83 0
94 75 0
94 74 0
94 70 0
94 69 0
94 66 0
94 63 0
94 59 0
94 56 0
94 55 0
94 22 0
94 12 0
94 5 0
94 1 0
95 127 0
95 126 0
95 125 0
95 122 0
95 121 0
95 117 0
95 115 0
95 114 0
95 112 0
95 110 0
95 109 0
95 107 0
95 106 0
95 105 0
95 98 0
95 94 0
95 93 0
95 92 0
95 91 0
95 90 0
95 88 0
95 87 0
95 85 0
95 83 0
95 82 0
95 81 0
95 75 0
95 74 0
95 70 0
95 69 0
95 68 0
95 67 0
95 66 0
95 65 0
95 63 0
95 61 0
95 60 0
95 59 0
95 57 0
95 56 0
95 55 0
95 54 0
95 52 0
95 51 0
95 45 0
95 44 0
95 42 0
95 40 0
95 37 0
95 35 0
95 29 0
95 27 0
95 26 0
95 24 0
95 23 0
95 22 0
